Company Name,Screener Slug,Company Full Name,Stock P/E,Earnings Yield (%),ROCE (%),ROE (%),Market Cap (Cr),Dividend Yield (%),Profit Growth 3Y (%),Profit Growth 5Y (%),PEG Ratio 3Y,PEG Ratio 5Y,PEGY Ratio 3Y,PEGY Ratio 5Y,VLRT Score,VLRT Breakdown,S-Curve Stage,AVI Score,AVI Breakdown,AVI Category
Oriana Power Ltd,ORIANA,Oriana Power Ltd,10.5,9.52%,50.6,40.4,"2,761",0.00,176,148,0.06,0.07,0.06,0.07,8.9,V:10.0 L:7.2 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Monte Carlo Fas.,MONTECARLO,Monte Carlo Fashions Ltd,11.0,9.09%,14.0,12.8,"1,147",3.62,-6,11,Negative Growth,1.00,Negative Growth+Yield,0.75,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,6.1,EY:2.8 MoS:0.2 Cap:1.6 Div:1.5,⚖️ Fair Value
Robust Hotels,RHL,Robust Hotels Ltd,11.6,8.62%,5.71,3.46,310,0.00,-24,23,Negative Growth,0.50,Negative Growth+Yield,0.50,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,3.8,EY:2.8 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Vraj Iron,VRAJ,Vraj Iron & Steel Ltd,13.2,7.58%,10.2,7.39,421,0.00,-17,25,Negative Growth,0.53,Negative Growth+Yield,0.53,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.3,EY:2.8 MoS:0.2 Cap:1.1 Div:0.2,⚠️ Value Trap
Sharvaya Metals,544506,Sharvaya Metals Ltd,11.9,8.40%,28.7,23.3,139,0.00,82,N/A,0.15,N/A,0.15,N/A,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,8.0,EY:2.8 MoS:2.5 Cap:2.5 Div:0.2,💎 Deep Value
Dilip Buildcon,DBL,Dilip Buildcon Ltd,34.1,2.93%,7.72,-0.24,"6,912",0.24,N/A,N/A,N/A,N/A,N/A,N/A,5.7,V:4.0 L:8.8 R:4.0 T:6.0,🔍 Discovery,3.1,EY:1.0 MoS:1.0 Cap:0.6 Div:0.5,⚠️ Value Trap
B & A Packaging,523186,B & A Packaging India Ltd,12.8,7.81%,11.0,8.24,99.7,0.50,-6,-8,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,4.9,EY:2.8 MoS:0.2 Cap:1.1 Div:0.8,⚖️ Fair Value
G M Breweries,GMBREW,G M Breweries Ltd,12.9,7.75%,18.0,12.5,"2,179",0.94,10,11,1.29,1.17,1.18,1.08,7.5,V:6.4 L:7.2 R:6.4 T:10.0,🛡️ Mature,7.2,EY:2.8 MoS:1.5 Cap:2.1 Div:0.8,🌟 Quality Value
HVAX Technolog.,HVAX,HVAX Technologies Ltd,13.2,7.58%,19.7,18.1,189,0.00,40,31,0.33,0.43,0.33,0.43,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Cybertech Sys.,CYBERTECH,Cybertech Systems & Software Ltd,17.7,5.65%,17.4,13.4,434,2.80,14,9,1.26,1.97,1.05,1.50,6.7,V:6.4 L:4.0 R:6.4 T:10.0,🛡️ Mature,6.5,EY:2.2 MoS:1.5 Cap:1.6 Div:1.2,🌟 Quality Value
Suraj Products,518075,Suraj Products Ltd,13.7,7.30%,14.7,12.0,287,0.89,-10,16,Negative Growth,0.86,Negative Growth+Yield,0.81,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,5.4,EY:2.8 MoS:0.2 Cap:1.6 Div:0.8,⚖️ Fair Value
Shayona Eng.,544686,Shayona Engineering Ltd,13.8,7.25%,19.7,22.1,55.7,0.00,90,125,0.15,0.11,0.15,0.11,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Eppeltone Ene.,EEPL,Eppeltone Engineers Ltd,14.0,7.14%,18.5,18.8,172,0.00,124,62,0.11,0.23,0.11,0.23,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.6,EY:2.8 MoS:2.5 Cap:2.1 Div:0.2,🌟 Quality Value
Dollar Industrie,DOLLAR,Dollar Industries Ltd,14.0,7.14%,13.6,11.5,"1,550",1.10,22,4,0.64,3.50,0.61,2.75,8.5,V:8.4 L:7.2 R:8.4 T:10.0,📈 Accelerating,7.3,EY:2.8 MoS:2.1 Cap:1.6 Div:0.8,🌟 Quality Value
Ultramarine Pig.,ULTRAMAR,Ultramarine & Pigments Ltd,15.2,6.58%,10.1,7.64,"1,239",1.41,1,5,15.20,3.04,6.31,2.37,5.4,V:2.0 L:7.2 R:6.4 T:6.0,⚠️ Stagnant,4.6,EY:2.2 MoS:0.5 Cap:1.1 Div:0.8,⚖️ Fair Value
GPT Infraproject,GPTINFRA,GPT Infraprojects Ltd,15.6,6.41%,21.5,17.6,"1,503",2.31,41,36,0.38,0.43,0.36,0.41,9.3,V:10.0 L:7.2 R:10.0 T:10.0,🚀 Inflection,8.0,EY:2.2 MoS:2.5 Cap:2.1 Div:1.2,💎 Deep Value
Rulka,RULKA,Rulka Electricals Ltd,16.1,6.21%,12.4,9.20,53.1,0.00,6,44,2.68,0.37,2.68,0.37,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,4.5,EY:2.2 MoS:0.5 Cap:1.6 Div:0.2,⚖️ Fair Value
Amba Enterprises,539196,Amba Enterprises Ltd,16.8,5.95%,22.1,17.7,148,0.64,20,30,0.84,0.56,0.81,0.55,7.7,V:8.4 L:4.0 R:8.4 T:10.0,📈 Accelerating,7.2,EY:2.2 MoS:2.1 Cap:2.1 Div:0.8,🌟 Quality Value
Hindustan Hardy,505893,Hindustan Hardy Ltd,17.2,5.81%,27.8,25.0,113,0.37,30,21,0.57,0.82,0.57,0.80,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,7.7,EY:2.2 MoS:2.5 Cap:2.5 Div:0.5,🌟 Quality Value
Shubhshree Bio.,SHUBHSHREE,Shubhshree Biofuels Energy Ltd,21.5,4.65%,28.0,24.8,183,0.00,52,236,0.41,0.09,0.41,0.09,8.1,V:10.0 L:4.0 R:8.4 T:10.0,🚀 Inflection,6.8,EY:1.6 MoS:2.5 Cap:2.5 Div:0.2,🌟 Quality Value
Jindal Stain.,JSL,Jindal Stainless Ltd,23.1,4.33%,18.0,15.1,"61,910",0.53,10,48,2.31,0.48,2.19,0.48,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,5.0,EY:1.6 MoS:0.5 Cap:2.1 Div:0.8,⚖️ Fair Value
EIH Assoc.Hotels,EIHAHOTELS,EIH Associated Hotels Ltd,20.6,4.85%,21.2,15.8,"1,849",1.15,12,44,1.72,0.47,1.57,0.46,6.0,V:4.4 L:7.2 R:6.4 T:6.0,🛡️ Mature,5.5,EY:1.6 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
HDB FINANC SER,HDBFS,HDB Financial Services Ltd,21.0,4.76%,9.09,13.9,"58,021",0.57,9,45,2.33,0.47,2.19,0.46,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,4.5,EY:1.6 MoS:0.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Texmaco Rail,TEXRAIL,Texmaco Rail & Engineering Ltd,21.9,4.57%,11.9,7.53,"4,665",0.65,112,74,0.20,0.30,0.19,0.29,9.3,V:10.0 L:7.2 R:10.0 T:10.0,🚀 Inflection,6.0,EY:1.6 MoS:2.5 Cap:1.1 Div:0.8,⚖️ Fair Value
Thomas Cook (I),THOMASCOOK,Thomas Cook (India) Ltd,40.0,2.50%,9.71,5.57,"4,988",0.47,306,59,0.13,0.68,0.13,0.67,8.5,V:10.0 L:7.2 R:8.4 T:8.4,🚀 Inflection,5.1,EY:1.0 MoS:2.5 Cap:1.1 Div:0.5,⚖️ Fair Value
CMR Green Tech.,CMRGREEN,CMR Green Technologies Ltd,40.6,2.46%,10.5,8.53,"5,079",0.00,20,-2,2.03,Negative Growth,2.03,Negative Growth+Yield,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,2.3,EY:0.5 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Sundaram Finance,SUNDARMFIN,Sundaram Finance Ltd,26.5,3.77%,9.72,15.9,"52,559",0.85,20,19,1.32,1.39,1.27,1.34,8.3,V:6.4 L:10.0 R:8.4 T:8.4,📈 Accelerating,4.9,EY:1.0 MoS:1.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Techno Elec.Engg,TECHNOE,Techno Electric & Engineering Company Ltd,23.3,4.29%,15.2,12.6,"11,984",0.68,32,20,0.73,1.17,0.71,1.13,9.3,V:8.4 L:8.8 R:10.0 T:10.0,🚀 Inflection,6.1,EY:1.6 MoS:2.1 Cap:1.6 Div:0.8,⚖️ Fair Value
Vilas Transcore,VILAS,Vilas Transcore Ltd,23.6,4.24%,15.9,12.5,912,0.00,25,49,0.94,0.48,0.94,0.48,8.1,V:8.4 L:5.6 R:8.4 T:10.0,🚀 Inflection,5.5,EY:1.6 MoS:2.1 Cap:1.6 Div:0.2,⚖️ Fair Value
U P Hotels,UPHOT,U P Hotels Ltd,25.6,3.91%,21.7,16.2,810,0.00,11,43,2.33,0.60,2.33,0.60,5.0,V:2.0 L:5.6 R:6.4 T:6.0,🛡️ Mature,3.8,EY:1.0 MoS:0.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Aryaman Fin.Serv,ARYAMAN,Aryaman Financial Services Ltd,102,0.98%,17.2,12.9,771,0.00,54,64,1.89,1.59,1.89,1.59,5.4,V:4.4 L:5.6 R:8.4 T:3.2,🛡️ Mature,3.3,EY:0.5 MoS:1.0 Cap:1.6 Div:0.2,⚠️ Value Trap
Dodla Dairy,DODLA,Dodla Dairy Ltd,34.4,2.91%,15.1,15.4,"6,537",0.46,32,15,1.07,2.29,1.06,2.23,8.0,V:6.4 L:8.8 R:8.4 T:8.4,📈 Accelerating,4.6,EY:1.0 MoS:1.5 Cap:1.6 Div:0.5,⚖️ Fair Value
Orkla India,ORKLAINDIA,Orkla India Ltd,27.0,3.70%,14.8,11.1,"8,160",0.00,-4,20,Negative Growth,1.35,Negative Growth+Yield,1.35,4.4,V:0.8 L:8.8 R:2.0 T:6.0,🔻 Declining,3.0,EY:1.0 MoS:0.2 Cap:1.6 Div:0.2,⚠️ Value Trap
SBI Cards,SBICARD,SBI Cards & Payment Services Ltd,27.2,3.68%,10.1,14.7,"61,966",0.38,-1,17,Negative Growth,1.60,Negative Growth+Yield,1.57,4.7,V:0.8 L:10.0 R:2.0 T:6.0,🔻 Declining,3.3,EY:1.0 MoS:0.2 Cap:1.6 Div:0.5,⚠️ Value Trap
EIH,EIHOTEL,EIH Ltd,30.9,3.24%,20.2,14.0,"19,880",0.47,21,33,1.47,0.94,1.44,0.92,8.0,V:6.4 L:8.8 R:8.4 T:8.4,📈 Accelerating,5.1,EY:1.0 MoS:1.5 Cap:2.1 Div:0.5,⚖️ Fair Value
Alkem Lab,ALKEM,Alkem Laboratories Ltd,29.2,3.42%,19.9,18.2,"65,360",0.97,28,8,1.04,3.65,1.01,3.26,8.7,V:6.4 L:10.0 R:10.0 T:8.4,📈 Accelerating,5.4,EY:1.0 MoS:1.5 Cap:2.1 Div:0.8,⚖️ Fair Value
Inflame Applian.,541083,Inflame Appliances Ltd,30.5,3.28%,12.3,9.79,176,0.00,8,30,3.81,1.02,3.81,1.02,4.6,V:2.0 L:4.0 R:6.4 T:6.0,🛡️ Mature,3.3,EY:1.0 MoS:0.5 Cap:1.6 Div:0.2,⚠️ Value Trap
Tata Power Co.,TATAPOWER,Tata Power Company Ltd,136,0.74%,7.59,6.09,"1,19,761",0.67,-26,26,Negative Growth,5.23,Negative Growth+Yield,5.10,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,2.1,EY:0.5 MoS:0.2 Cap:0.6 Div:0.8,⚠️ Value Trap
Container Corpn.,CONCOR,Container Corporation Of India Ltd,31.0,3.23%,12.6,9.68,"38,427",1.70,2,17,15.50,1.82,8.38,1.66,6.1,V:2.0 L:10.0 R:6.4 T:6.0,⚠️ Stagnant,4.3,EY:1.0 MoS:0.5 Cap:1.6 Div:1.2,⚠️ Value Trap
Coromandel Inter,COROMANDEL,Coromandel International Ltd,30.2,3.31%,24.6,17.3,"58,989",0.55,0,9,Zero Growth,3.36,54.91,3.16,6.1,V:4.0 L:10.0 R:4.4 T:6.0,🔍 Discovery,4.9,EY:1.0 MoS:1.0 Cap:2.1 Div:0.8,⚖️ Fair Value
Wonderla Holiday,WONDERLA,Wonderla Holidays Ltd,31.7,3.15%,6.20,4.60,"3,350",0.38,-17,29,Negative Growth,1.09,Negative Growth+Yield,1.08,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,2.3,EY:1.0 MoS:0.2 Cap:0.6 Div:0.5,⚠️ Value Trap
Alicon Cast.,ALICON,Alicon Castalloy Ltd,27.4,3.65%,11.2,7.37,"1,197",0.69,-2,50,Negative Growth,0.55,Negative Growth+Yield,0.54,4.0,V:0.8 L:7.2 R:2.0 T:6.0,🔻 Declining,3.1,EY:1.0 MoS:0.2 Cap:1.1 Div:0.8,⚠️ Value Trap
Auro Labs.,530233,Auro Laboratories Ltd,32.5,3.08%,9.52,8.49,156,0.00,16,-12,2.03,Negative Growth,2.03,Negative Growth+Yield,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Affordable Robo.,AFFORDABLE,Affordable Robotic & Automation Ltd,35.4,2.82%,8.25,6.06,204,0.00,16,33,2.21,1.07,2.21,1.07,5.1,V:2.0 L:4.0 R:8.4 T:6.0,🛡️ Mature,2.8,EY:1.0 MoS:0.5 Cap:1.1 Div:0.2,⚠️ Value Trap
Abbott India,ABBOTINDIA,Abbott India Ltd,35.9,2.79%,44.8,34.4,"57,949",1.93,18,17,1.99,2.11,1.80,1.90,7.2,V:4.4 L:10.0 R:8.4 T:6.0,🛡️ Mature,5.7,EY:1.0 MoS:1.0 Cap:2.5 Div:1.2,⚖️ Fair Value
Pratham EPC,PRATHAM,Pratham EPC Projects Ltd,143,0.70%,5.39,1.93,221,0.00,-41,6,Negative Growth,23.83,Negative Growth+Yield,23.83,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
V-Guard Industri,VGUARD,V-Guard Industries Ltd,43.8,2.28%,16.8,12.9,"14,217",0.46,15,6,2.92,7.30,2.83,6.78,5.8,V:2.0 L:8.8 R:6.4 T:6.0,🛡️ Mature,3.1,EY:0.5 MoS:0.5 Cap:1.6 Div:0.5,⚠️ Value Trap
Bharti Airtel,BHARTIARTL,Bharti Airtel Ltd,68.6,1.46%,12.7,10.7,"11,81,725",1.27,235,25,0.29,2.74,0.29,2.61,9.0,V:10.0 L:10.0 R:10.0 T:6.0,🚀 Inflection,5.4,EY:0.5 MoS:2.5 Cap:1.6 Div:0.8,⚖️ Fair Value
Viceroy Hotels,VHLTD,Viceroy Hotels Ltd,43.6,2.29%,7.27,7.13,970,0.00,56,25,0.78,1.74,0.78,1.74,7.7,V:8.4 L:5.6 R:8.4 T:8.4,🚀 Inflection,3.4,EY:0.5 MoS:2.1 Cap:0.6 Div:0.2,⚠️ Value Trap
Supreme Inds.,SUPREMEIND,Supreme Industries Ltd,48.3,2.07%,22.6,17.1,"45,479",1.01,6,2,8.05,24.15,6.89,16.05,6.1,V:2.0 L:10.0 R:6.4 T:6.0,🛡️ Mature,3.9,EY:0.5 MoS:0.5 Cap:2.1 Div:0.8,⚠️ Value Trap
KFin Technolog.,KFINTECH,KFin Technologies Ltd,44.9,2.23%,30.6,23.3,"16,077",1.29,22,49,2.04,0.92,1.93,0.89,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Kusumgar,KUSUMGAR,Kusumgar Ltd,49.3,2.03%,18.8,18.6,"6,207",0.00,34,37,1.45,1.33,1.45,1.33,8.0,V:6.4 L:8.8 R:8.4 T:8.4,📈 Accelerating,4.3,EY:0.5 MoS:1.5 Cap:2.1 Div:0.2,⚠️ Value Trap
Prism Johnson,PRSMJOHNSN,Prism Johnson Ltd,58.2,1.72%,7.11,0.52,"5,892",0.00,29,-48,2.01,Negative Growth,2.01,Negative Growth+Yield,6.3,V:2.0 L:8.8 R:8.4 T:6.0,🛡️ Mature,1.8,EY:0.5 MoS:0.5 Cap:0.6 Div:0.2,⚠️ Value Trap
Salona Cotspin,SALONA,Salona Cotspin Ltd,60.5,1.65%,8.26,1.45,139,0.23,-59,-28,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,3.2,V:0.8 L:4.0 R:2.0 T:6.0,🔻 Declining,2.3,EY:0.5 MoS:0.2 Cap:1.1 Div:0.5,⚠️ Value Trap
C D S L,CDSL,Central Depository Services (India) Ltd,63.1,1.58%,40.4,31.3,"29,051",0.92,20,24,3.16,2.63,3.02,2.53,6.6,V:2.0 L:10.0 R:8.4 T:6.0,🛡️ Mature,4.3,EY:0.5 MoS:0.5 Cap:2.5 Div:0.8,⚠️ Value Trap
Max Healthcare,MAXHEALTH,Max Healthcare Institute Ltd,140,0.71%,10.5,8.46,"1,02,129",0.19,2,63,70.00,2.22,63.93,2.22,5.4,V:2.0 L:10.0 R:6.4 T:3.2,⚠️ Stagnant,2.6,EY:0.5 MoS:0.5 Cap:1.1 Div:0.5,⚠️ Value Trap
Team India Guar.,TEAMGTY,Team India Guaranty Ltd,197,0.51%,2.89,1.50,214,0.00,-9,-36,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,2.5,V:0.8 L:4.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
Dalal Street Inv,501148,Dalal Street Investments Ltd,242,0.41%,0.48,-0.20,12.1,0.00,N/A,N/A,N/A,N/A,N/A,N/A,3.8,V:4.0 L:4.0 R:4.0 T:3.2,🔍 Discovery,2.3,EY:0.5 MoS:1.0 Cap:0.6 Div:0.2,⚠️ Value Trap
Max Financial,MFSL,Max Financial Services Ltd,"5,880",0.02%,0.05,0.00,"53,803",0.00,-89,-82,Negative Growth,Negative Growth,Negative Growth+Yield,Negative Growth+Yield,4.0,V:0.8 L:10.0 R:2.0 T:3.2,🔻 Declining,1.5,EY:0.5 MoS:0.2 Cap:0.6 Div:0.2,⚠️ Value Trap
